Tangra v3.8.0.0
Measurments of 3 objects
F:\Archives 2\Astrophoto\Photométrie\Occultations\2025-07-26 (712) Boliviana occults UCAC4 471-125518\PPS\Light\2025-07-26-0158_3-PPS.ser
UntrackedMeasurement Video (SER.8), Time: Timestamp Saving During Recording (SerEmbeddedUtcTime)


Reversed Gamma, Colour, Measured Band, Integration, Digital Filter, Signal Method, Background Method, Instrumental Delay Corrections, Camera, AAV Integration, First Frame, Last Frame, Reversed Camera Response, Video File Format, Acquisition Delay (ms)
1,00,no,Red,no,NoFilter,AperturePhotometry,AverageBackground,Not Required,TimeBox,,0,2993,,SER,0,0

Object, Type, Aperture, Tolerance, FWHM, Measured, StartingX, StartingY, Fixed
1,OccultedStar,17,23,2,00,NaN,yes,483,0,25,0,no
2,ComparisonStar,17,23,,NaN,yes,486,0,353,0,no
3,ComparisonStar,17,23,,NaN,yes,493,0,737,0,no


FrameNo,Time (UT),Signal (1), Background (1),Signal (2), Background (2),Signal (3), Background (3)
2639,[01:59:04.599],677.00,578.00,683.00,666.00,687.00,561.00
2640,[01:59:04.639],665.00,547.00,680.00,687.00,675.00,564.00
2641,[01:59:04.679],679.00,519.00,693.00,684.00,691.00,563.00
2642,[01:59:04.720],686.00,578.00,695.00,690.00,685.00,578.00
2643,[01:59:04.760],700.00,530.00,665.00,703.00,688.00,578.00
2644,[01:59:04.800],682.00,578.00,693.00,677.00,674.00,563.00
2645,[01:59:04.840],673.00,578.00,682.00,701.00,682.00,578.00
2646,[01:59:04.880],682.00,535.00,683.00,678.00,692.00,578.00
2647,[01:59:04.920],681.00,578.00,676.00,690.00,690.00,578.00
2648,[01:59:04.960],685.00,578.00,683.00,702.00,689.00,578.00
2649,[01:59:05.001],687.00,578.00,4241.0,4250.0,10586,8585.0
2650,[01:59:05.041],48119,37059,49336,49396,48221,39856
2651,[01:59:05.081],49747,38449,49212,49130,48385,40005
2652,[01:59:05.121],26528,20396,20674,20679,14063,11593
2653,[01:59:05.161],690.00,670.00,671.00,688.00,691.00,578.00
2654,[01:59:05.202],677.00,526.00,686.00,677.00,678.00,578.00
2655,[01:59:05.241],677.00,525.00,683.00,679.00,686.00,578.00
2656,[01:59:05.281],682.00,664.00,680.00,679.00,695.00,572.00
2657,[01:59:05.321],674.00,671.00,691.00,683.00,676.00,578.00
2658,[01:59:05.361],679.00,670.00,686.00,689.00,672.00,553.00
2659,[01:59:05.401],704.00,525.00,697.00,688.00,682.00,578.00
2660,[01:59:05.441],677.00,513.00,693.00,682.00,695.00,568.00
2661,[01:59:05.482],664.00,672.00,683.00,700.00,677.00,569.00
2662,[01:59:05.522],687.00,535.00,688.00,688.00,662.00,560.00
2663,[01:59:05.562],689.00,578.00,680.00,681.00,679.00,564.00
2664,[01:59:05.602],665.00,578.00,686.00,687.00,685.00,578.00
2665,[01:59:05.642],696.00,578.00,674.00,680.00,689.00,577.00
2666,[01:59:05.683],710.00,578.00,694.00,683.00,683.00,567.00
2667,[01:59:05.722],668.00,578.00,689.00,672.00,676.00,578.00
2668,[01:59:05.762],705.00,578.00,694.00,702.00,676.00,578.00
2669,[01:59:05.802],686.00,673.00,701.00,683.00,694.00,578.00
2670,[01:59:05.843],672.00,525.00,673.00,674.00,683.00,578.00
2671,[01:59:05.883],677.00,524.00,691.00,670.00,692.00,564.00
2672,[01:59:05.923],679.00,578.00,685.00,696.00,690.00,578.00
2673,[01:59:05.964],676.00,524.00,698.00,683.00,685.00,578.00
2674,[01:59:06.003],2098.0,1709.0,7581.0,7585.0,13749,11240
2675,[01:59:06.043],49994,38512,49267,49214,48295,40068
2676,[01:59:06.084],49775,38225,49314,49213,48349,39911
2677,[01:59:06.123],23180,17676,17401,17394,10789,8995.0
2678,[01:59:06.163],686.00,578.00,699.00,682.00,695.00,578.00
2679,[01:59:06.204],689.00,533.00,689.00,702.00,683.00,578.00
2680,[01:59:06.244],675.00,578.00,679.00,691.00,672.00,578.00
2681,[01:59:06.284],686.00,530.00,681.00,690.00,678.00,554.00
2682,[01:59:06.324],684.00,516.00,688.00,695.00,695.00,578.00
2683,[01:59:06.364],689.00,578.00,692.00,690.00,685.00,578.00
2684,[01:59:06.404],684.00,674.00,684.00,687.00,677.00,578.00
2685,[01:59:06.444],682.00,578.00,673.00,678.00,692.00,578.00
2686,[01:59:06.484],687.00,578.00,688.00,683.00,687.00,578.00
2687,[01:59:06.525],695.00,530.00,681.00,696.00,689.00,562.00
2688,[01:59:06.565],689.00,531.00,672.00,685.00,678.00,578.00
2689,[01:59:06.605],688.00,527.00,700.00,695.00,680.00,558.00
2690,[01:59:06.645],684.00,578.00,685.00,695.00,672.00,578.00
2691,[01:59:06.685],667.00,542.00,685.00,686.00,696.00,578.00
2692,[01:59:06.725],699.00,529.00,688.00,688.00,685.00,568.00
2693,[01:59:06.765],679.00,578.00,676.00,674.00,682.00,578.00
2694,[01:59:06.805],675.00,539.00,691.00,695.00,681.00,567.00
2695,[01:59:06.846],697.00,524.00,661.00,687.00,698.00,578.00
2696,[01:59:06.885],689.00,578.00,683.00,668.00,677.00,578.00
2697,[01:59:06.926],705.00,534.00,683.00,690.00,681.00,572.00
2698,[01:59:06.966],688.00,578.00,660.00,683.00,685.00,578.00
2699,[01:59:07.006],5370.0,5423.0,10883,10901,17006,17037
2700,[01:59:07.046],49910,38299,49056,49188,48380,40126
2701,[01:59:07.086],49707,38283,49193,49008,48442,39809
2702,[01:59:07.126],18541,14246,12929,12818,6416.0,5312.0
2703,[01:59:07.166],680.00,578.00,681.00,690.00,676.00,578.00
2704,[01:59:07.206],681.00,526.00,690.00,683.00,678.00,578.00
2705,[01:59:07.246],682.00,578.00,693.00,686.00,698.00,578.00
2706,[01:59:07.286],687.00,533.00,675.00,693.00,681.00,561.00
2707,[01:59:07.327],674.00,531.00,688.00,685.00,696.00,570.00
2708,[01:59:07.367],694.00,578.00,686.00,697.00,707.00,578.00
2709,[01:59:07.407],698.00,524.00,667.00,712.00,693.00,560.00
2710,[01:59:07.447],689.00,526.00,685.00,680.00,681.00,578.00
2711,[01:59:07.487],676.00,530.00,688.00,678.00,683.00,578.00
2712,[01:59:07.527],695.00,578.00,680.00,678.00,685.00,553.00
2713,[01:59:07.568],687.00,669.00,687.00,683.00,684.00,578.00
2714,[01:59:07.607],685.00,517.00,681.00,689.00,677.00,578.00
2715,[01:59:07.647],698.00,578.00,681.00,677.00,688.00,561.00
2716,[01:59:07.688],681.00,524.00,693.00,688.00,689.00,567.00
2717,[01:59:07.728],689.00,529.00,692.00,688.00,672.00,578.00
2718,[01:59:07.768],692.00,578.00,689.00,683.00,694.00,559.00
2719,[01:59:07.808],689.00,541.00,691.00,681.00,698.00,578.00
2720,[01:59:07.848],696.00,578.00,672.00,688.00,682.00,578.00
2721,[01:59:07.888],672.00,666.00,677.00,687.00,693.00,578.00
2722,[01:59:07.928],679.00,667.00,679.00,683.00,682.00,563.00
2723,[01:59:07.968],674.00,670.00,697.00,694.00,663.00,551.00
2724,[01:59:08.009],8834.0,6890.0,14218,14153,20165,16636
2725,[01:59:08.049],49665,38346,49149,49296,48356,39998
2726,[01:59:08.089],49692,38218,49209,49129,48425,39740
2727,[01:59:08.129],16574,12599,10836,10819,4384.0,4466.0
2728,[01:59:08.169],684.00,673.00,667.00,687.00,676.00,578.00
2729,[01:59:08.209],698.00,528.00,684.00,681.00,682.00,565.00
2730,[01:59:08.249],699.00,535.00,676.00,674.00,677.00,578.00
2731,[01:59:08.289],691.00,529.00,684.00,676.00,696.00,578.00
2732,[01:59:08.329],675.00,578.00,675.00,688.00,702.00,567.00
2733,[01:59:08.369],677.00,578.00,685.00,688.00,669.00,578.00
2734,[01:59:08.409],699.00,578.00,674.00,677.00,681.00,578.00
2735,[01:59:08.450],685.00,578.00,684.00,679.00,695.00,573.00
2736,[01:59:08.490],671.00,578.00,687.00,688.00,682.00,559.00
2737,[01:59:08.530],686.00,578.00,696.00,688.00,692.00,554.00
2738,[01:59:08.570],694.00,535.00,678.00,697.00,675.00,558.00
2739,[01:59:08.610],669.00,536.00,683.00,672.00,680.00,578.00
2740,[01:59:08.651],677.00,578.00,698.00,691.00,696.00,555.00
2741,[01:59:08.690],694.00,525.00,681.00,688.00,685.00,578.00
2742,[01:59:08.730],692.00,521.00,682.00,673.00,683.00,578.00
2743,[01:59:08.771],669.00,578.00,690.00,691.00,700.00,578.00
2744,[01:59:08.811],685.00,578.00,682.00,689.00,688.00,578.00
2745,[01:59:08.852],683.00,578.00,685.00,681.00,693.00,564.00
2746,[01:59:08.891],681.00,667.00,691.00,697.00,678.00,578.00
2747,[01:59:08.931],688.00,578.00,690.00,673.00,682.00,578.00
2748,[01:59:08.971],693.00,578.00,662.00,689.00,691.00,563.00
2749,[01:59:09.011],12091,9432.0,17531,17340,23612,19349
2750,[01:59:09.051],49783,38383,49391,49155,48274,40037
2751,[01:59:09.091],49614,38228,49202,49123,47701,39471
2752,[01:59:09.131],11986,9096.0,6365.0,6304.0,692.00,569.00
2753,[01:59:09.172],707.00,578.00,687.00,681.00,682.00,578.00
2754,[01:59:09.212],692.00,534.00,681.00,687.00,684.00,564.00
2755,[01:59:09.252],678.00,578.00,681.00,679.00,701.00,578.00
2756,[01:59:09.292],689.00,578.00,663.00,690.00,685.00,554.00
2757,[01:59:09.332],691.00,578.00,673.00,671.00,684.00,578.00
2758,[01:59:09.372],691.00,578.00,675.00,693.00,670.00,548.00
2759,[01:59:09.412],675.00,524.00,687.00,688.00,673.00,553.00
2760,[01:59:09.452],684.00,578.00,676.00,701.00,681.00,578.00
2761,[01:59:09.492],686.00,578.00,678.00,696.00,691.00,563.00
2762,[01:59:09.533],687.00,578.00,678.00,687.00,700.00,578.00
2763,[01:59:09.573],676.00,535.00,688.00,682.00,690.00,566.00
2764,[01:59:09.613],696.00,524.00,673.00,704.00,693.00,578.00
2765,[01:59:09.653],689.00,530.00,678.00,683.00,671.00,568.00
2766,[01:59:09.693],682.00,578.00,685.00,680.00,686.00,578.00
2767,[01:59:09.733],680.00,533.00,705.00,695.00,688.00,556.00
2768,[01:59:09.773],674.00,578.00,684.00,684.00,686.00,578.00
2769,[01:59:09.813],672.00,578.00,680.00,685.00,685.00,578.00
2770,[01:59:09.853],691.00,518.00,679.00,688.00,698.00,566.00
2771,[01:59:09.894],688.00,578.00,701.00,674.00,673.00,571.00
2772,[01:59:09.934],676.00,529.00,675.00,696.00,667.00,578.00
2773,[01:59:09.974],692.00,547.00,691.00,683.00,687.00,578.00
2774,[01:59:10.014],15563,15645,20895,20883,26754,22142
2775,[01:59:10.054],49805,38315,49370,49066,48536,39845
2776,[01:59:10.094],49738,38232,49069,49087,45831,45955
2777,[01:59:10.134],9920.0,7486.0,4353.0,4335.0,683.00,578.00
2778,[01:59:10.174],700.00,669.00,665.00,702.00,679.00,578.00
2779,[01:59:10.214],681.00,674.00,687.00,679.00,676.00,578.00
2780,[01:59:10.255],681.00,519.00,683.00,695.00,695.00,578.00
2781,[01:59:10.295],689.00,578.00,694.00,677.00,692.00,555.00
2782,[01:59:10.335],699.00,578.00,679.00,683.00,686.00,568.00
2783,[01:59:10.375],689.00,533.00,681.00,682.00,683.00,578.00
2784,[01:59:10.415],685.00,578.00,695.00,677.00,689.00,562.00
2785,[01:59:10.455],682.00,578.00,697.00,695.00,691.00,578.00
2786,[01:59:10.495],686.00,578.00,680.00,685.00,687.00,578.00
2787,[01:59:10.535],700.00,674.00,683.00,686.00,693.00,578.00
2788,[01:59:10.575],681.00,519.00,688.00,678.00,688.00,578.00
2789,[01:59:10.616],697.00,578.00,687.00,683.00,685.00,578.00
2790,[01:59:10.656],676.00,538.00,683.00,686.00,689.00,578.00
2791,[01:59:10.696],677.00,578.00,690.00,673.00,688.00,561.00
2792,[01:59:10.736],682.00,578.00,691.00,677.00,693.00,568.00
2793,[01:59:10.777],667.00,578.00,687.00,672.00,691.00,578.00
2794,[01:59:10.816],690.00,578.00,683.00,686.00,687.00,563.00
2795,[01:59:10.856],692.00,527.00,681.00,686.00,689.00,578.00
2796,[01:59:10.897],702.00,524.00,681.00,666.00,668.00,578.00
2797,[01:59:10.936],683.00,532.00,696.00,665.00,682.00,578.00
2798,[01:59:10.977],697.00,578.00,669.00,686.00,699.00,554.00
2799,[01:59:11.017],18833,14666,24264,24115,30072,24669
2800,[01:59:11.057],49881,38307,49291,49207,48430,39931
2801,[01:59:11.097],49822,38161,48399,48429,41410,34307
2802,[01:59:11.137],5398.0,4015.0,697.00,688.00,683.00,558.00
2803,[01:59:11.177],692.00,578.00,678.00,682.00,687.00,578.00
2804,[01:59:11.217],677.00,578.00,686.00,664.00,691.00,578.00
2805,[01:59:11.257],685.00,534.00,662.00,675.00,702.00,556.00
2806,[01:59:11.297],699.00,578.00,694.00,695.00,683.00,578.00
2807,[01:59:11.337],675.00,671.00,692.00,675.00,675.00,567.00
2808,[01:59:11.378],695.00,669.00,698.00,683.00,685.00,567.00
2809,[01:59:11.418],681.00,665.00,696.00,688.00,688.00,578.00
2810,[01:59:11.458],686.00,578.00,692.00,688.00,684.00,556.00
2811,[01:59:11.498],671.00,523.00,686.00,677.00,693.00,582.00
2812,[01:59:11.538],677.00,541.00,699.00,688.00,683.00,578.00
2813,[01:59:11.578],690.00,524.00,690.00,684.00,684.00,578.00
2814,[01:59:11.619],693.00,578.00,684.00,678.00,677.00,578.00
2815,[01:59:11.658],686.00,578.00,686.00,693.00,674.00,558.00
2816,[01:59:11.699],676.00,578.00,674.00,692.00,701.00,575.00
2817,[01:59:11.739],680.00,542.00,684.00,683.00,693.00,578.00
2818,[01:59:11.779],690.00,578.00,695.00,691.00,688.00,564.00
2819,[01:59:11.819],683.00,578.00,691.00,680.00,699.00,578.00
2820,[01:59:11.859],694.00,578.00,656.00,690.00,685.00,578.00
2821,[01:59:11.899],692.00,578.00,694.00,665.00,695.00,563.00
2822,[01:59:11.939],683.00,665.00,687.00,671.00,679.00,578.00
2823,[01:59:11.980],664.00,578.00,684.00,684.00,680.00,564.00
2824,[01:59:12.019],22239,17241,27481,27427,33557,33301
2825,[01:59:12.060],49983,38214,49179,49171,48435,39936
2826,[01:59:12.101],49623,38162,46392,46305,39333,32640
2827,[01:59:12.140],3327.0,2458.0,679.00,694.00,691.00,559.00
2828,[01:59:12.180],683.00,578.00,684.00,689.00,694.00,578.00
2829,[01:59:12.220],680.00,578.00,693.00,684.00,701.00,562.00
2830,[01:59:12.260],700.00,528.00,688.00,688.00,676.00,562.00
2831,[01:59:12.300],675.00,578.00,690.00,666.00,674.00,578.00
2832,[01:59:12.340],681.00,578.00,688.00,683.00,681.00,578.00
2833,[01:59:12.380],687.00,544.00,690.00,678.00,699.00,578.00
2834,[01:59:12.421],679.00,526.00,691.00,677.00,678.00,577.00
2835,[01:59:12.461],679.00,519.00,694.00,681.00,683.00,562.00
2836,[01:59:12.501],673.00,578.00,672.00,676.00,682.00,562.00
2837,[01:59:12.541],683.00,578.00,696.00,683.00,677.00,578.00
2838,[01:59:12.581],676.00,578.00,685.00,688.00,669.00,578.00
2839,[01:59:12.621],670.00,578.00,675.00,672.00,682.00,548.00
2840,[01:59:12.661],699.00,665.00,690.00,681.00,694.00,578.00
2841,[01:59:12.701],688.00,578.00,675.00,674.00,712.00,578.00
2842,[01:59:12.741],680.00,516.00,679.00,677.00,692.00,578.00
2843,[01:59:12.782],688.00,578.00,686.00,695.00,696.00,578.00
2844,[01:59:12.821],698.00,524.00,685.00,692.00,676.00,578.00
2845,[01:59:12.862],690.00,519.00,683.00,688.00,675.00,578.00
2846,[01:59:12.902],671.00,524.00,684.00,680.00,690.00,571.00
2847,[01:59:12.942],692.00,578.00,683.00,684.00,695.00,578.00
2848,[01:59:12.982],689.00,578.00,692.00,691.00,707.00,578.00
2849,[01:59:13.022],25536,19784,30685,30891,36725,30252
2850,[01:59:13.062],49953,38250,49242,49155,48409,39938
2851,[01:59:13.102],48157,36772,41844,42063,34806,28956
2852,[01:59:13.142],681.00,578.00,686.00,686.00,685.00,578.00
2853,[01:59:13.183],686.00,515.00,696.00,689.00,677.00,559.00
2854,[01:59:13.223],680.00,578.00,685.00,678.00,673.00,571.00
2855,[01:59:13.263],682.00,510.00,671.00,674.00,674.00,578.00
2856,[01:59:13.303],688.00,523.00,680.00,695.00,679.00,551.00
2857,[01:59:13.343],681.00,526.00,688.00,688.00,693.00,572.00
2858,[01:59:13.383],677.00,578.00,683.00,694.00,682.00,578.00
2859,[01:59:13.423],678.00,578.00,679.00,690.00,668.00,578.00
2860,[01:59:13.463],698.00,578.00,663.00,696.00,677.00,578.00
2861,[01:59:13.503],680.00,527.00,678.00,692.00,693.00,578.00
2862,[01:59:13.543],692.00,674.00,691.00,699.00,692.00,558.00
2863,[01:59:13.584],680.00,578.00,692.00,684.00,703.00,578.00
2864,[01:59:13.624],691.00,519.00,687.00,700.00,676.00,578.00
2865,[01:59:13.664],688.00,513.00,699.00,671.00,681.00,576.00
2866,[01:59:13.704],681.00,578.00,689.00,684.00,670.00,578.00
2867,[01:59:13.744],681.00,667.00,699.00,689.00,669.00,578.00
2868,[01:59:13.784],684.00,578.00,680.00,688.00,686.00,570.00
2869,[01:59:13.824],676.00,527.00,683.00,683.00,697.00,578.00
2870,[01:59:13.864],673.00,578.00,682.00,689.00,699.00,578.00
2871,[01:59:13.905],679.00,578.00,669.00,696.00,684.00,578.00
2872,[01:59:13.945],673.00,578.00,694.00,691.00,685.00,578.00
2873,[01:59:13.985],672.00,578.00,683.00,672.00,698.00,569.00
2874,[01:59:14.025],28886,22320,34164,34170,40068,39927
2875,[01:59:14.065],49809,38176,49024,49139,48324,39938
2876,[01:59:14.105],45970,35319,39803,39882,33015,33089
2877,[01:59:14.146],690.00,520.00,696.00,683.00,674.00,564.00
2878,[01:59:14.185],683.00,578.00,695.00,698.00,687.00,578.00
2879,[01:59:14.225],695.00,522.00,692.00,694.00,686.00,578.00
2880,[01:59:14.266],688.00,578.00,698.00,681.00,666.00,566.00
2881,[01:59:14.306],688.00,578.00,693.00,683.00,686.00,558.00
2882,[01:59:14.346],672.00,578.00,684.00,680.00,685.00,578.00
2883,[01:59:14.386],674.00,534.00,700.00,682.00,688.00,578.00
2884,[01:59:14.426],695.00,530.00,681.00,693.00,672.00,569.00
2885,[01:59:14.466],697.00,530.00,681.00,686.00,681.00,570.00
2886,[01:59:14.506],676.00,578.00,666.00,682.00,687.00,561.00
2887,[01:59:14.547],688.00,578.00,674.00,694.00,693.00,569.00
2888,[01:59:14.586],672.00,533.00,675.00,689.00,708.00,565.00
2889,[01:59:14.627],684.00,538.00,688.00,684.00,684.00,578.00
2890,[01:59:14.667],691.00,578.00,676.00,682.00,676.00,578.00
2891,[01:59:14.707],676.00,578.00,676.00,669.00,686.00,578.00
2892,[01:59:14.747],686.00,578.00,692.00,689.00,678.00,578.00
2893,[01:59:14.787],695.00,578.00,696.00,682.00,683.00,578.00
2894,[01:59:14.827],687.00,539.00,691.00,673.00,681.00,569.00
2895,[01:59:14.867],687.00,578.00,703.00,708.00,685.00,578.00
2896,[01:59:14.907],692.00,578.00,670.00,687.00,669.00,578.00
2897,[01:59:14.947],682.00,578.00,693.00,673.00,687.00,580.00
2898,[01:59:14.988],677.00,672.00,684.00,675.00,691.00,578.00
2899,[01:59:15.028],32457,25010,37534,37510,43186,35670
2900,[01:59:15.068],49824,38309,49268,49219,48298,40109
2901,[01:59:15.108],42636,32633,36636,36623,29461,24572
2902,[01:59:15.149],678.00,578.00,682.00,677.00,682.00,578.00
2903,[01:59:15.188],696.00,578.00,673.00,686.00,683.00,567.00
2904,[01:59:15.228],695.00,668.00,693.00,690.00,692.00,569.00
2905,[01:59:15.268],677.00,524.00,688.00,683.00,679.00,578.00
2906,[01:59:15.308],687.00,578.00,691.00,694.00,677.00,578.00
2907,[01:59:15.349],690.00,535.00,696.00,693.00,684.00,578.00
2908,[01:59:15.389],694.00,578.00,691.00,686.00,710.00,578.00
2909,[01:59:15.429],693.00,578.00,678.00,687.00,682.00,572.00
2910,[01:59:15.469],679.00,578.00,684.00,692.00,691.00,578.00
2911,[01:59:15.509],703.00,668.00,687.00,690.00,701.00,561.00
2912,[01:59:15.549],714.00,530.00,689.00,682.00,698.00,578.00
2913,[01:59:15.589],695.00,578.00,696.00,701.00,684.00,547.00
2914,[01:59:15.630],689.00,578.00,683.00,688.00,700.00,562.00
2915,[01:59:15.670],666.00,532.00,666.00,688.00,683.00,560.00
2916,[01:59:15.710],684.00,578.00,692.00,666.00,692.00,578.00
2917,[01:59:15.750],670.00,672.00,673.00,688.00,686.00,578.00
2918,[01:59:15.790],693.00,578.00,687.00,683.00,701.00,578.00
2919,[01:59:15.830],676.00,538.00,676.00,691.00,690.00,565.00
2920,[01:59:15.870],674.00,578.00,695.00,694.00,689.00,558.00
2921,[01:59:15.910],693.00,533.00,682.00,677.00,682.00,549.00
2922,[01:59:15.951],663.00,528.00,704.00,677.00,685.00,578.00
2923,[01:59:15.990],686.00,521.00,684.00,682.00,688.00,573.00
2924,[01:59:16.031],35777,27563,40800,40756,46594,38300
2925,[01:59:16.070],49742,38204,49150,49140,48293,39963
2926,[01:59:16.111],39321,30073,33366,33369,26440,21922
2927,[01:59:16.151],701.00,578.00,680.00,683.00,693.00,560.00
2928,[01:59:16.191],691.00,525.00,694.00,677.00,711.00,578.00
2929,[01:59:16.231],704.00,548.00,688.00,687.00,688.00,578.00
2930,[01:59:16.271],704.00,578.00,694.00,683.00,679.00,578.00
2931,[01:59:16.311],693.00,551.00,676.00,688.00,681.00,570.00
2932,[01:59:16.351],688.00,578.00,707.00,677.00,672.00,560.00
2933,[01:59:16.392],682.00,521.00,688.00,699.00,695.00,578.00
2934,[01:59:16.432],687.00,673.00,683.00,691.00,693.00,558.00
2935,[01:59:16.472],684.00,529.00,689.00,689.00,684.00,578.00
2936,[01:59:16.512],703.00,578.00,689.00,694.00,688.00,578.00
2937,[01:59:16.552],688.00,578.00,693.00,692.00,700.00,561.00
2938,[01:59:16.592],683.00,526.00,687.00,676.00,684.00,578.00
2939,[01:59:16.633],671.00,578.00,691.00,688.00,679.00,578.00
2940,[01:59:16.672],684.00,526.00,682.00,687.00,683.00,578.00
2941,[01:59:16.712],683.00,535.00,688.00,687.00,680.00,569.00
2942,[01:59:16.752],674.00,544.00,669.00,695.00,679.00,579.00
2943,[01:59:16.793],676.00,578.00,685.00,687.00,695.00,553.00
2944,[01:59:16.833],699.00,578.00,694.00,677.00,685.00,570.00
2945,[01:59:16.873],691.00,578.00,679.00,683.00,682.00,578.00
2946,[01:59:16.913],700.00,578.00,674.00,694.00,687.00,578.00
2947,[01:59:16.953],692.00,578.00,683.00,688.00,684.00,578.00
2948,[01:59:16.993],695.00,538.00,681.00,699.00,1927.0,1482.0
2949,[01:59:17.033],39016,30225,44263,44217,48575,39938
2950,[01:59:17.073],49945,38105,49066,49150,48366,39883
2951,[01:59:17.113],35881,27512,29906,30128,23190,19190
2952,[01:59:17.153],682.00,538.00,681.00,683.00,701.00,578.00
2953,[01:59:17.193],695.00,578.00,690.00,694.00,683.00,578.00
2954,[01:59:17.235],680.00,578.00,695.00,670.00,699.00,558.00
2955,[01:59:17.274],703.00,542.00,693.00,696.00,696.00,570.00
2956,[01:59:17.314],698.00,578.00,682.00,687.00,689.00,564.00
2957,[01:59:17.354],674.00,578.00,679.00,679.00,688.00,558.00
2958,[01:59:17.395],682.00,661.00,680.00,680.00,675.00,578.00
2959,[01:59:17.434],698.00,578.00,682.00,687.00,681.00,564.00
2960,[01:59:17.474],693.00,527.00,684.00,685.00,683.00,578.00
2961,[01:59:17.515],685.00,535.00,681.00,700.00,670.00,578.00
2962,[01:59:17.554],679.00,524.00,684.00,685.00,691.00,564.00
2963,[01:59:17.595],680.00,526.00,687.00,678.00,697.00,584.00
2964,[01:59:17.635],691.00,578.00,681.00,684.00,698.00,578.00
2965,[01:59:17.675],695.00,520.00,678.00,698.00,695.00,578.00
2966,[01:59:17.715],685.00,524.00,682.00,686.00,678.00,578.00
2967,[01:59:17.755],683.00,578.00,688.00,677.00,692.00,578.00
2968,[01:59:17.795],674.00,534.00,683.00,694.00,693.00,578.00
2969,[01:59:17.835],690.00,578.00,670.00,673.00,678.00,572.00
2970,[01:59:17.876],694.00,535.00,691.00,695.00,683.00,558.00
2971,[01:59:17.916],699.00,529.00,686.00,683.00,680.00,571.00
2972,[01:59:17.956],701.00,518.00,696.00,684.00,687.00,578.00
2973,[01:59:17.996],680.00,578.00,705.00,681.00,5151.0,5024.0
2974,[01:59:18.036],42408,32844,47390,47474,48391,39907
2975,[01:59:18.076],49643,38210,49143,49130,48327,39859
2976,[01:59:18.116],31465,24097,25476,25465,18806,15575
2977,[01:59:18.156],678.00,672.00,680.00,690.00,690.00,578.00
2978,[01:59:18.196],691.00,526.00,682.00,669.00,691.00,578.00
2979,[01:59:18.236],674.00,578.00,682.00,667.00,681.00,578.00
2980,[01:59:18.277],690.00,665.00,688.00,681.00,685.00,568.00
2981,[01:59:18.317],686.00,578.00,676.00,687.00,682.00,578.00
2982,[01:59:18.357],690.00,672.00,705.00,695.00,685.00,578.00
2983,[01:59:18.397],687.00,578.00,685.00,687.00,696.00,561.00
2984,[01:59:18.437],684.00,516.00,689.00,676.00,691.00,554.00
2985,[01:59:18.477],697.00,578.00,678.00,684.00,674.00,578.00
2986,[01:59:18.518],688.00,523.00,690.00,675.00,683.00,578.00
2987,[01:59:18.557],687.00,578.00,700.00,690.00,692.00,566.00
2988,[01:59:18.597],693.00,528.00,702.00,699.00,692.00,578.00
2989,[01:59:18.638],693.00,578.00,702.00,687.00,684.00,564.00
2990,[01:59:18.678],687.00,671.00,689.00,671.00,684.00,578.00
2991,[01:59:18.718],683.00,519.00,682.00,689.00,682.00,568.00
2992,[01:59:18.758],670.00,532.00,681.00,684.00,672.00,568.00
